kepoi_name,kepler_name,koi_disposition,koi_pdisposition,ra,dec,koi_period,koi_prad,koi_depth,koi_duration,koi_teq,koi_insol,koi_steff,koi_srad,koi_smass,koi_slogg,koi_impact,koi_eccen,koi_model_snr,koi_score
"K01208.01",,"CANDIDATE","CANDIDATE",293.618770,39.022572,700.00298217,6.43,3245.9,7.6525,238.0,0.76,6487.00,1.1180,1.1360,4.397,0.143,0,60.30,
"K01209.01",,"CANDIDATE","CANDIDATE",288.314360,38.693291,272.0868353,5.95,5572,2.7145,251.0,0.93,5587.00,0.7910,0.8060,4.548,0.3629,0,21.50,
"K01210.01","Kepler-791 b","CONFIRMED","CANDIDATE",293.595830,39.029480,14.55387488,3.45,319.7,6.973,939.0,183.48,6143.00,1.5070,1.2460,4.177,0.955,0,26.80,1.0000
"K01211.01",,"FALSE POSITIVE","FALSE POSITIVE",293.648410,38.976021,3.00363219,1.43,101.2,3.732,1571.0,1441.44,6309.00,1.3200,1.0460,4.217,0.727,0,38.50,0.0010
"K01212.01","Kepler-792 b","CONFIRMED","CANDIDATE",292.006810,38.820728,11.30123036,1.85,277.1,4.022,852.0,124.42,5730.00,1.1220,1.0050,4.340,0.117,0,18.50,0.9970
"K01213.01",,"FALSE POSITIVE","FALSE POSITIVE",294.350490,38.602131,0.796722833,1.44,107.1,2.4551,2401.0,7844.64,5959.00,1.3340,0.8580,4.121,0.601,0,43.90,0.0000
"K01214.01","Kepler-793 b","CONFIRMED","CANDIDATE",295.216640,38.774330,4.24153629,1.44,188.1,2.971,1177.0,452.95,5776.00,1.0470,0.8750,4.340,0.257,0,18.00,1.0000
"K01215.01","Kepler-277 b","CONFIRMED","CANDIDATE",286.583160,39.077202,17.32419108,3.14,241.3,8.045,964.0,204.10,5968.00,1.8570,1.1790,3.972,0.764,0,49.10,1.0000
"K01215.02","Kepler-277 c","CONFIRMED","CANDIDATE",286.583160,39.077202,33.0063185,3.13,278.1,7.118,778.0,86.38,5968.00,1.8570,1.1790,3.972,0.39,0,38.20,0.9990
"K01216.01","Kepler-794 b","CONFIRMED","CANDIDATE",288.133700,38.996880,11.13127159,2.06,211.2,4.2372,952.0,194.31,5800.00,1.4350,1.1950,4.202,0.01,0,36.80,1.0000
"K01217.01",,"FALSE POSITIVE","FALSE POSITIVE",290.861420,38.641129,3.47143963,1.19,99.8,3.663,1358.0,805.05,6341.00,1.1110,1.1540,4.409,0.719,0,27.50,0.0000
"K01218.01","Kepler-795 b","CONFIRMED","CANDIDATE",291.019040,38.545570,29.6193891,1.74,314.7,4.9595,580.0,26.79,5618.00,0.9960,0.9110,4.401,0.046,0,42.50,0.9990
"K01219.01",,"FALSE POSITIVE","FALSE POSITIVE",290.666810,38.568329,3.50376155,,,3.16,,,,,,,,,,
"K01220.01","Kepler-796 b","CONFIRMED","CANDIDATE",287.307860,39.144730,6.40087137,1.91,133.6,2.5561,1109.0,357.44,5426.00,1.4210,0.9430,4.107,0.861,0,24.40,0.9970
"K01221.01","Kepler-278 b","CONFIRMED","CANDIDATE",290.107180,38.702229,30.1599411,4.54,175.9,7.874,836.0,115.69,5010.00,3.0510,1.4140,3.620,0.802,0,32.30,1.0000
"K01221.02","Kepler-278 c","CONFIRMED","CANDIDATE",290.107180,38.702229,51.0771048,3.66,141.5,11.233,702.0,57.28,5010.00,3.0510,1.4140,3.620,0.498,0,24.10,0.9810
"K01222.01",,"FALSE POSITIVE","FALSE POSITIVE",292.496800,39.193169,4.2856756,2.13,31.4,4.059,1790.0,2429.13,5055.00,3.7330,1.4290,3.443,0.5445,0,8.30,
"K01223.01",,"FALSE POSITIVE","FALSE POSITIVE",293.812900,42.048710,7.388833611,10.66,13063.5,5.62857,877.0,139.94,5845.00,0.8380,0.9260,4.558,0.799,0,1509.30,0.0000
"K01224.01",,"FALSE POSITIVE","FALSE POSITIVE",291.986940,42.037651,2.698021895,52.51,6721.2,23.192,1582.0,1481.76,6568.00,1.2110,1.2290,4.360,1.3,0,647.10,0.2850
"K01225.01",,"CANDIDATE","CANDIDATE",295.622220,42.092880,1.714274727,25,28460.1,2.06728,827.0,110.02,3874.00,0.5350,0.5410,4.715,1.182,0,987.20,0.0000
"K01226.01",,"FALSE POSITIVE","FALSE POSITIVE",295.866910,42.062672,137.75960504,49.52,83298,9.1713,396.0,5.81,5323.00,1.4520,0.9340,4.085,0.776,0,885.90,0.0000
"K01227.01",,"FALSE POSITIVE","FALSE POSITIVE",297.707120,42.047371,2.155278342,16.89,20739,2.1064,1272.0,620.67,5665.00,0.8200,0.9160,4.568,0.926,0,142.70,0.0000
"K01228.01",,"FALSE POSITIVE","FALSE POSITIVE",298.091710,41.794128,3.661326482,12.07,17846,2.5714,1023.0,258.60,5319.00,0.7980,0.7370,4.501,0.812,0,424.60,0.0000
"K01229.01",,"FALSE POSITIVE","FALSE POSITIVE",288.039890,41.818359,0.76973817,,,2.5,,,,,,,,,,
"K01230.01",,"FALSE POSITIVE","FALSE POSITIVE",298.948150,41.812149,165.739861,57.54,7343.4,24.9393,692.0,54.10,5019.00,6.8360,1.6630,2.990,0.263,0,527.80,1.0000
"K01231.01",,"FALSE POSITIVE","FALSE POSITIVE",297.335630,41.890480,22.34293693,2.92,2691.1,7.0813,399.0,6.01,4260.00,0.5800,0.5650,4.663,0.001,0,35.30,0.0000
"K01232.01",,"FALSE POSITIVE","FALSE POSITIVE",281.742610,42.123081,119.40817159,16.26,18563.3,9.3537,328.0,2.72,5316.00,0.8720,0.8340,4.477,0.915,0,508.40,0.0000
"K01233.01",,"FALSE POSITIVE","FALSE POSITIVE",297.884370,41.931252,1.171536413,7.12,1132.7,1.5878,2387.0,7673.20,7021.00,1.4850,1.5140,4.275,0.973,0,67.00,0.0000
"K01234.01",,"FALSE POSITIVE","FALSE POSITIVE",298.794980,41.759769,0.973547911,11.52,435.7,2.2858,1814.0,2556.60,6084.00,0.8630,0.9440,4.542,1.097,0,38.70,0.0000
"K01235.01",,"FALSE POSITIVE","FALSE POSITIVE",298.135250,41.951050,3.053563251,21.79,508.4,3.2551,1171.0,444.16,5764.00,0.8630,0.9590,4.548,1.208,0,50.40,0.0000
"K01236.01","Kepler-279 c","CONFIRMED","CANDIDATE",287.391200,42.194832,35.7353616,5.47,778.8,8.491,774.0,84.66,6366.00,1.6970,1.1640,4.045,0.878,0,58.40,0.0860
"K01236.02","Kepler-279 b","CONFIRMED","CANDIDATE",287.391200,42.194832,12.30971679,3.82,396,6.74,1104.0,350.46,6366.00,1.6970,1.1640,4.045,0.847,0,45.90,0.2420
"K01236.03","Kepler-279 d","CONFIRMED","CANDIDATE",287.391200,42.194832,54.4205407,3.2,598,8.559,574.0,25.60,6781.00,1.0670,1.0970,4.422,0.9414,0,44.90,
"K01237.01",,"FALSE POSITIVE","FALSE POSITIVE",294.589290,41.944382,14.32407216,38.86,2053.9,4.6577,782.0,88.38,6022.00,1.0390,1.1160,4.453,1.292,0,58.00,0.0000
"K01238.01","Kepler-797 b","CONFIRMED","CANDIDATE",297.208950,41.781712,27.07237655,2.18,514.2,6.9592,605.0,31.58,5936.00,0.9650,1.0750,4.501,0.015,0,44.00,1.0000
"K01239.01",,"CANDIDATE","CANDIDATE",292.178590,42.005909,0.783276173,1.98,264.7,1.6735,2149.0,5056.88,5640.00,1.2330,0.9790,4.247,0.041,0,46.90,1.0000
"K01239.02",,"CANDIDATE","CANDIDATE",292.178590,42.005909,3.17405898,2.09,282.2,2.3156,1348.0,780.46,5640.00,1.2330,0.9790,4.247,0.422,0,29.20,0.5450
"K01240.01","Kepler-280 b","CONFIRMED","CANDIDATE",291.390500,42.180592,2.1395563,1.76,266.1,2.0678,1425.0,974.30,5534.00,1.0800,0.9260,4.338,0.368,0,48.90,1.0000
"K01240.02","Kepler-280 c","CONFIRMED","CANDIDATE",291.390500,42.180592,4.807103254,2.96,450.5,0.9393,1088.0,330.84,5534.00,1.0800,0.9260,4.338,0.94,0,32.90,1.0000
"K01241.01","Kepler-56 c","CONFIRMED","CANDIDATE",293.758360,41.871868,21.4054422,11.64,409.3,11.721,1087.0,330.00,4838.00,4.3610,1.3810,3.299,0.943,0,60.90,1.0000
"K01241.02","Kepler-56 b","CONFIRMED","CANDIDATE",293.758360,41.871868,10.5007712,5.68,183.4,14.522,1378.0,852.28,4838.00,4.3610,1.3810,3.299,0.034,0,45.30,0.0980
"K01242.01",,"CANDIDATE","CANDIDATE",292.228390,42.035370,99.6442783,8.48,3215.6,5.1772,415.0,6.98,6102.00,1.0160,1.0490,4.447,0.966,0,163.20,1.0000
"K01243.01",,"FALSE POSITIVE","FALSE POSITIVE",287.149440,42.105209,3.125814002,1.88,238.8,1.7895,1460.0,1073.04,6358.00,1.1810,1.1250,4.346,0.506,0,32.00,0.0000
"K01244.01",,"FALSE POSITIVE","FALSE POSITIVE",292.237240,42.154289,10.80487163,1.71,292.7,2.7215,857.0,127.84,6092.00,0.9980,1.0740,4.471,0.207,0,27.40,0.0000
"K01245.01","Kepler-798 b","CONFIRMED","CANDIDATE",292.478210,42.142288,13.71938426,1.98,316.4,5.5677,864.0,131.94,6387.00,1.1050,1.1450,4.410,0.022,0,48.30,1.0000
"K01246.01",,"CANDIDATE","CANDIDATE",291.427550,41.878159,19.03723442,5.74,401.3,3.3882,1051.0,288.04,5248.00,2.8920,1.0170,3.523,0.033,0,25.30,1.0000
"K01247.01",,"FALSE POSITIVE","FALSE POSITIVE",283.469910,45.052460,2.73987398,34.83,20632.2,4.15886,2113.0,4705.30,6520.00,2.2600,1.3000,3.844,0.703,0,1454.30,0.4830
"K01248.01",,"FALSE POSITIVE","FALSE POSITIVE",289.405730,44.516941,5.801880653,19.91,41924,4.2608,964.0,203.62,5845.00,0.8740,0.9680,4.541,0.773,0,396.80,0.0000
"K01249.01",,"FALSE POSITIVE","FALSE POSITIVE",291.902370,44.683731,85.34092607,1177.65,51746.2,10.6141,409.0,6.61,6004.00,0.8980,0.9780,4.522,12.773,0,898.40,0.0000
"K01250.01",,"FALSE POSITIVE","FALSE POSITIVE",290.267670,44.712849,0.782045734,45.05,16185,1.7945,2070.0,4332.10,6113.00,0.9950,1.0440,4.463,1.244,0,272.30,0.0000
"K01251.01",,"CANDIDATE","CANDIDATE",288.700870,44.707680,0.576078683,23.23,10084.8,1.63253,1982.0,3647.63,5693.00,0.8160,0.9110,4.570,1.113,0,426.00,0.0000
"K01252.01",,"FALSE POSITIVE","FALSE POSITIVE",284.282530,44.987228,0.885747456,269.98,895.2,4.4788,4958.0,142553.16,5487.00,10.3960,2.5810,2.816,1.205,0,203.60,0.0000
"K01253.01",,"FALSE POSITIVE","FALSE POSITIVE",301.355070,44.492271,3.611541977,28.07,2972.3,8.6068,1005.0,240.29,5203.00,0.8020,0.7500,4.504,1.254,0,167.10,0.0000
"K01254.01",,"FALSE POSITIVE","FALSE POSITIVE",299.073880,44.431679,5.082722475,4.4,1974.1,5.9139,1059.0,296.94,5780.00,1.0000,1.0000,4.438,0.019,0,95.50,1.0000
"K01255.01",,"CANDIDATE","CANDIDATE",291.445220,44.528690,78.9257421,11.9,17972,7.5193,398.0,5.94,5750.00,0.8820,0.9800,4.538,0.359,0,85.20,0.4360
"K01256.01",,"FALSE POSITIVE","FALSE POSITIVE",301.042390,45.022888,9.991625291,38.93,3450.5,3.8552,907.0,160.14,5874.00,1.0960,0.9540,4.338,1.256,0,220.30,0.0000
"K01257.01","Kepler-420 b","CONFIRMED","CANDIDATE",291.225190,44.927380,86.64764448,9.4,7311.6,4.2326,419.0,7.28,5522.00,1.1200,0.9630,4.323,0,0,241.90,0.1170
"K01258.01","Kepler-281 c","CONFIRMED","CANDIDATE",294.108180,44.770699,36.33750453,5.3,2828.4,7.06,513.0,16.36,5717.00,0.8840,0.9840,4.538,0.825,0,96.80,0.9970
"K01258.02","Kepler-281 b","CONFIRMED","CANDIDATE",294.108180,44.770699,14.64613058,2.22,593.5,5.688,694.0,54.95,5717.00,0.8840,0.9840,4.538,0.561,0,30.00,1.0000
"K01258.03","Kepler-281 d","CONFIRMED","CANDIDATE",294.108180,44.770699,148.272013,4.3,1707.4,4.192,321.0,2.51,5717.00,0.8840,0.9840,4.538,0.883,0,21.80,0.9600
"K01259.01",,"FALSE POSITIVE","FALSE POSITIVE",293.617430,45.016701,1.506507172,13.4,880.9,4.5346,801.0,97.56,3755.00,0.4730,0.4850,4.774,1.226,0,86.70,0.0000
"K01260.01",,"FALSE POSITIVE","FALSE POSITIVE",296.396390,44.963036,5.2972293,47.7,1210.5,3.799,2867.0,15961.10,4631.00,14.2960,1.8120,2.386,0.022,0,31.80,0.0000
"K01261.01","Kepler-799 b","CONFIRMED","CANDIDATE",287.174900,44.878571,133.460999,11.21,5032.9,11.4997,433.0,8.29,5588.00,1.5930,1.0310,4.047,0.249,0,162.30,1.0000
"K01261.02","Kepler-799 c","CONFIRMED","CANDIDATE",287.174900,44.878571,15.19423359,3.69,367.8,3.106,893.0,150.25,5588.00,1.5930,1.0310,4.047,0.906,0,18.10,0.9880
"K01262.01",,"FALSE POSITIVE","FALSE POSITIVE",296.933930,44.853642,14.17098745,4.19,3070.8,3.4804,608.0,32.22,5107.00,0.7770,0.8070,4.565,0.041,0,93.60,0.0000
"K01263.01",,"FALSE POSITIVE","FALSE POSITIVE",292.134370,44.656170,31.9734169,24.1,1414.4,13.262,442.0,9.01,4931.00,0.7740,0.8650,4.595,1.24,0,62.50,0.0000
"K01264.01","Kepler-800 b","CONFIRMED","CANDIDATE",286.574830,44.795200,14.13175309,3.02,1033,4.0136,675.0,49.18,5616.00,0.8220,0.9070,4.564,0.848,0,40.10,1.0000
"K01265.01",,"FALSE POSITIVE","FALSE POSITIVE",288.908570,44.642410,1.061934816,25.72,437.2,3.2551,1660.0,1789.63,5730.00,0.8700,0.9680,4.545,1.25,0,74.50,0.0000
"K01266.01","Kepler-801 b","CONFIRMED","CANDIDATE",286.075230,44.664639,11.41926141,1.48,915.6,3.9908,419.0,7.32,3823.00,0.4920,0.5130,4.765,0.242,0,58.00,1.0000
"K01267.01",,"FALSE POSITIVE","FALSE POSITIVE",299.274900,44.553490,5.93821065,61.63,522.5,2.5128,996.0,231.93,6123.00,0.8500,0.9240,4.545,1.646,0,33.60,0.0000
"K01268.01",,"CANDIDATE","CANDIDATE",289.889620,45.005669,268.9410974,13.57,9010.2,5.4434,321.0,2.52,5798.00,1.3060,1.0410,4.224,0.765,0,120.40,0.9960
"K01269.01",,"FALSE POSITIVE","FALSE POSITIVE",293.534150,44.971111,0.655001616,31.77,271.2,1.8136,3162.0,23595.49,6426.00,2.0890,1.4660,3.965,1.121,0,104.50,0.0000
"K01270.01","Kepler-57 b","CONFIRMED","CANDIDATE",293.641300,44.657040,5.729317577,2.41,865.4,1.1816,850.0,123.03,5320.00,0.7860,0.8820,4.589,0.597,0,59.00,1.0000
"K01270.02","Kepler-57 c","CONFIRMED","CANDIDATE",293.641300,44.657040,11.60908533,1.71,489.3,2.2603,671.0,48.06,5320.00,0.7860,0.8820,4.589,0.03,0,34.10,1.0000
"K01271.01",,"CANDIDATE","CANDIDATE",294.265500,44.794300,162.0479502,11.52,4840.5,9.8974,437.0,8.65,6309.00,1.5670,1.2940,4.160,0.663,0,370.20,1.0000
"K01272.01",,"FALSE POSITIVE","FALSE POSITIVE",288.867340,44.615730,0.530967162,23.72,244.9,3.3659,2704.0,12644.75,6449.00,1.1930,1.0690,4.316,1.167,0,125.50,
"K01273.01","Kepler-802 b","CONFIRMED","CANDIDATE",286.015870,45.007771,40.05881661,3.43,1239.4,5.595,489.0,13.57,5668.00,0.8680,0.9630,4.545,0.819,0,62.60,0.9270
"K01274.01","Kepler-421 b","CONFIRMED","CANDIDATE",283.256810,45.087780,704.962626,4.53,2319.1,18.003,178.0,0.24,5305.00,0.8180,0.7530,4.489,0.8495,0,96.10,
"K01275.01","Kepler-803 b","CONFIRMED","CANDIDATE",299.221620,44.693871,50.28635977,3.88,1119.3,6.3212,543.0,20.59,5900.00,1.1670,1.0120,4.309,0.018,0,99.50,0.9360
"K01276.01","Kepler-1991 c","CONFIRMED","CANDIDATE",285.036100,45.071060,22.79020351,2.57,617.9,5.0394,634.0,38.27,5478.00,1.0530,0.9140,4.354,0.036,0,47.70,1.0000
"K01276.02","Kepler-1991 b","CONFIRMED","CANDIDATE",285.036100,45.071060,13.26079792,1.47,199.4,3.912,760.0,78.79,5478.00,1.0530,0.9140,4.354,0.22,0,17.60,1.0000
"K01277.01",,"FALSE POSITIVE","FALSE POSITIVE",288.902530,44.632992,1.061932545,2.29,133.6,2.1429,2508.0,9391.15,6134.00,1.8510,1.1790,3.975,0.713,0,80.20,0.0000
"K01278.01","Kepler-282 d","CONFIRMED","CANDIDATE",284.677280,44.797680,24.8056775,2.16,624.4,6.148,588.0,28.22,5600.00,0.8720,0.7930,4.455,0.007,0,39.40,1.0000
"K01278.02","Kepler-282 e","CONFIRMED","CANDIDATE",284.677280,44.797680,44.3471936,2.45,791.7,6.43,484.0,13.00,5600.00,0.8720,0.7930,4.455,0.273,0,40.50,1.0000
"K01278.03","Kepler-282 b","CONFIRMED","CANDIDATE",284.677280,44.797680,9.2207691,1.02,140,4.907,817.0,105.63,5600.00,0.8720,0.7930,4.455,0.037,0,13.20,0.8960
"K01278.04","Kepler-282 c","CONFIRMED","CANDIDATE",284.677280,44.797680,13.6396648,1.1,162.7,5.425,717.0,62.60,5600.00,0.8720,0.7930,4.455,0.105,0,13.30,0.9920
"K01279.01","Kepler-804 b","CONFIRMED","CANDIDATE",293.372250,44.785141,14.37457572,1.94,335.8,4.7892,779.0,87.24,5768.00,1.0670,0.9460,4.358,0.035,0,55.20,1.0000
"K01279.02","Kepler-804 c","CONFIRMED","CANDIDATE",293.372250,44.785141,9.65188331,1.08,103.2,4.296,890.0,148.32,5768.00,1.0670,0.9460,4.358,0.122,0,19.80,0.9710
"K01280.01",,"FALSE POSITIVE","FALSE POSITIVE",296.717350,44.579659,6.0990118,3.16,227.5,3.6112,1374.0,842.53,5743.00,1.9710,1.0770,3.881,0.688,0,39.30,0.0000
"K01281.01","Kepler-1742 b","CONFIRMED","CANDIDATE",286.966830,44.992489,49.4781446,1.88,496.6,2.493,462.0,10.73,5776.00,0.8490,0.9390,4.554,0.048,0,20.40,0.9890
"K01282.01","Kepler-805 b","CONFIRMED","CANDIDATE",293.229950,45.053310,30.8639476,3.01,256.5,8.864,743.0,72.05,5977.00,1.5710,1.0810,4.080,0.907,0,63.00,0.9980
"K01283.01","Kepler-806 b","CONFIRMED","CANDIDATE",296.007110,44.853474,8.0922105,1.44,65.3,5.7696,1089.0,331.65,5774.00,1.3950,0.9070,4.106,0.951,0,37.50,0.9980
"K01284.01",,"FALSE POSITIVE","FALSE POSITIVE",283.315920,48.404873,3.117087797,88.51,12152.1,3.06941,1842.0,2725.12,6338.00,2.0460,1.4340,3.973,1.255,0,441.70,0.0000
"K01285.01",,"FALSE POSITIVE","FALSE POSITIVE",291.636990,47.832340,0.937406378,7.09,5079.6,1.9515,1659.0,1790.11,5480.00,0.8430,0.8760,4.529,0.8735,0,138.90,
"K01286.01",,"FALSE POSITIVE","FALSE POSITIVE",298.258030,48.217361,0.668483615,29.53,2899.8,2.0909,1832.0,2642.17,5546.00,0.8100,0.9070,4.575,1.269,0,161.20,0.0000
"K01287.01",,"FALSE POSITIVE","FALSE POSITIVE",282.232730,48.271198,4.429633087,32.12,6120.1,3.0257,950.0,192.62,5344.00,0.8090,0.8370,4.545,1.264,0,166.30,0.0000
"K01288.01","Kepler-807 b","CONFIRMED","CANDIDATE",289.020170,48.119808,117.93110803,10.36,8506.6,5.8796,418.0,7.20,6392.00,1.0720,1.1160,4.425,0.615,0,212.50,1.0000
"K01289.01",,"FALSE POSITIVE","FALSE POSITIVE",297.710390,48.083832,4.887806806,5.71,4676,2.4078,918.0,167.54,5284.00,0.8120,0.8040,4.523,0.561,0,116.10,0.0000
"K01290.01",,"FALSE POSITIVE","FALSE POSITIVE",296.716340,48.211262,11.973605044,38.2,3822.9,4.3117,820.0,106.83,6146.00,0.9430,1.0200,4.497,1.3,0,172.90,0.0000
"K01291.01",,"FALSE POSITIVE","FALSE POSITIVE",290.293850,47.967590,1.231364189,5.39,1097.1,5.8574,1707.0,2005.15,5897.00,0.8910,0.7780,4.429,0.995,0,229.70,0.0000
"K01292.01",,"FALSE POSITIVE","FALSE POSITIVE",294.021700,48.390419,2.102416517,29.29,1502.5,1.7684,1435.0,1003.06,5999.00,0.9590,1.0450,4.494,1.236,0,94.30,0.0000
"K01293.01",,"FALSE POSITIVE","FALSE POSITIVE",296.932680,48.266491,11.703109303,37.3,4201,2.0467,811.0,102.47,6014.00,0.9580,1.0430,4.494,1.279,0,126.60,0.0000
"K01294.01",,"FALSE POSITIVE","FALSE POSITIVE",297.116000,47.737949,9.08937826,5.35,779.8,6.255,1104.0,351.45,6739.00,1.2750,1.2830,4.332,0.982,0,72.70,0.0000
"K01295.01",,"FALSE POSITIVE","FALSE POSITIVE",292.089050,47.929642,1.577800747,31.24,697.7,2.1626,1513.0,1236.23,6089.00,0.8020,0.8620,4.566,1.332,0,79.60,0.0030
"K01296.01",,"FALSE POSITIVE","FALSE POSITIVE",289.790770,48.448139,2.380862632,21.65,32634,4.20416,1480.0,1133.00,5821.00,1.1290,0.9220,4.297,0.664,0,2590.60,0.5650
"K01297.01",,"FALSE POSITIVE","FALSE POSITIVE",296.148770,47.934872,1.031096352,2.36,265.4,2.781,2020.0,3954.46,6371.00,1.0720,1.1170,4.426,0.979,0,37.80,0.0000
"K01298.01","Kepler-283 b","CONFIRMED","CANDIDATE",293.613710,47.839001,11.00817635,2.15,1462.5,2.013,488.0,13.39,4141.00,0.5820,0.5960,4.684,0.025,0,42.10,1.0000
"K01298.02","Kepler-283 c","CONFIRMED","CANDIDATE",293.613710,47.839001,92.7495777,1.87,1105.1,5.506,240.0,0.78,4141.00,0.5820,0.5960,4.684,0.019,0,18.00,0.0000
"K01299.01","Kepler-432 b","CONFIRMED","CANDIDATE",293.282200,48.285900,52.5008645,12.41,946.7,14.9066,812.0,102.94,4976.00,4.1570,1.3520,3.331,0.11,0,116.20,0.9810
"K01300.01","Kepler-808 b","CONFIRMED","CANDIDATE",291.594090,48.445610,0.63133171,1.2,434.5,1.1487,1322.0,726.72,4441.00,0.5300,0.5260,4.710,0.726,0,95.80,1.0000
"K01301.01","Kepler-284 b","CONFIRMED","CANDIDATE",293.146480,47.729649,12.69905011,2.62,797.4,2.9899,686.0,52.55,5291.00,0.8820,0.8750,4.489,0.663,0,30.40,1.0000
"K01301.02","Kepler-284 c","CONFIRMED","CANDIDATE",293.146480,47.729649,37.5142128,2.68,935,5.303,478.0,12.38,5291.00,0.8820,0.8750,4.489,0.366,0,28.90,1.0000
"K01302.01","Kepler-809 b","CONFIRMED","CANDIDATE",289.083650,48.018131,55.6391882,3.13,853,7.316,478.0,12.33,5949.00,0.9620,1.0500,4.493,0.811,0,48.30,1.0000
"K01303.01",,"CANDIDATE","CANDIDATE",294.230070,48.204479,34.2966363,3.29,696.6,19.718,584.0,27.60,5490.00,1.1670,0.9110,4.263,0.711,0,66.70,0.9980
"K01304.01","Kepler-810 b","CONFIRMED","CANDIDATE",296.614870,48.082642,4.59726613,1.69,313,2.909,1105.0,352.40,5999.00,0.9590,1.0450,4.494,0.033,0,17.00,0.9840
"K01305.01","Kepler-285 b","CONFIRMED","CANDIDATE",291.390900,48.065609,2.633852528,1.38,259.8,2.0206,1131.0,387.43,5114.00,0.8780,0.8170,4.463,0.204,0,23.30,1.0000
"K01305.02","Kepler-285 c","CONFIRMED","CANDIDATE",291.390900,48.065609,6.18670882,1.21,202.6,2.909,851.0,123.96,5114.00,0.8780,0.8170,4.463,0.013,0,14.30,0.9780
"K01306.01","Kepler-286 b","CONFIRMED","CANDIDATE",290.676150,48.294289,1.796320953,1.2,210.9,1.9139,1367.0,827.82,5576.00,0.8290,0.8000,4.503,0.015,0,22.10,1.0000
"K01306.02","Kepler-286 c","CONFIRMED","CANDIDATE",290.676150,48.294289,3.468073,1.29,243.9,2.361,1098.0,343.57,5576.00,0.8290,0.8000,4.503,0.143,0,20.60,0.9940
"K01306.03","Kepler-286 d","CONFIRMED","CANDIDATE",290.676150,48.294289,5.9142668,1.31,253.2,2.661,919.0,168.51,5576.00,0.8290,0.8000,4.503,0.04,0,17.40,0.9500
"K01306.04","Kepler-286 e","CONFIRMED","CANDIDATE",290.676150,48.294289,29.2214959,1.81,394,4.014,539.0,20.03,5576.00,0.8290,0.8000,4.503,0.779,0,14.60,0.9100
"K01307.01","Kepler-287 c","CONFIRMED","CANDIDATE",290.927460,48.443550,44.8520997,3.35,780.8,3.5729,513.0,16.35,5514.00,1.0710,0.9260,4.345,0.807,0,33.00,0.9990
"K01307.02","Kepler-287 b","CONFIRMED","CANDIDATE",290.927460,48.443550,20.34237838,2.88,564.6,2.3351,667.0,46.93,5514.00,1.0710,0.9260,4.345,0.826,0,28.70,1.0000
"K01308.01","Kepler-811 b","CONFIRMED","CANDIDATE",285.424290,47.834610,23.58444746,3,429.2,5.5545,730.0,66.96,5655.00,1.3540,0.9470,4.152,0.711,0,42.80,1.0000
"K01309.01","Kepler-812 b","CONFIRMED","CANDIDATE",288.855290,48.208542,10.1171684,3.07,288.7,4.6677,1163.0,433.41,6306.00,1.7920,1.3990,4.077,0.296,0,50.60,1.0000
"K01310.01","Kepler-813 b","CONFIRMED","CANDIDATE",285.662690,48.435371,19.12947603,4.23,451.2,3.9622,817.0,105.25,5372.00,1.7100,1.0840,4.007,0.861,0,31.70,1.0000
"K01311.01","Kepler-1667 b","CONFIRMED","CANDIDATE",283.532960,48.094261,83.5781976,6.63,630.8,7.2487,655.0,43.62,6056.00,2.5620,1.4680,3.788,0.544,0,54.90,0.9390
"K01312.01","Kepler-814 b","CONFIRMED","CANDIDATE",284.910490,48.431641,6.1469956,2.04,249.6,3.3153,1164.0,433.72,6110.00,1.2960,1.1850,4.285,0.083,0,25.80,1.0000
"K01313.01",,"FALSE POSITIVE","FALSE POSITIVE",286.665680,48.144581,0.522457732,1.52,143.8,0.8907,2308.0,6715.55,5991.00,0.9540,0.9560,4.459,0.967,0,48.20,0.0000
"K01314.01","Kepler-815 b","CONFIRMED","CANDIDATE",285.221100,47.881378,8.57504983,4.26,160.6,8.653,1374.0,841.68,4986.00,3.4640,1.2680,3.462,0.129,0,36.90,0.9970
"K01315.01",,"CANDIDATE","CANDIDATE",295.293850,48.374802,6.84639884,1.9,149.7,3.4919,1132.0,387.84,6065.00,1.3100,1.1150,4.251,0.9,0,36.30,1.0000
"K01316.01","Kepler-1743 b","CONFIRMED","CANDIDATE",290.552370,48.126263,7.64970832,1.43,55.4,6.625,1144.0,404.99,5855.00,1.6130,1.2660,4.125,0.898,0,28.50,0.9970
"K01316.02",,"CANDIDATE","CANDIDATE",290.552370,48.126263,12.37679312,,,3.85,,,,,,,,,,
"K01317.01",,"FALSE POSITIVE","FALSE POSITIVE",294.773930,39.333839,2.171827838,58.56,42086,3.2205,1311.0,698.31,5650.00,0.8910,0.9440,4.513,1.323,0,300.60,0.0000
"K01318.01",,"FALSE POSITIVE","FALSE POSITIVE",294.881810,39.161072,1.634614356,44.22,19761.5,3.4422,1611.0,1597.73,6121.00,0.9700,1.0010,4.468,1.229,0,376.50,0.0000
"K01319.01",,"FALSE POSITIVE","FALSE POSITIVE",296.479370,39.127571,16.025018977,1069.01,29090,3.8828,657.0,44.01,5776.00,0.7890,0.8790,4.582,13.239,0,257.80,0.0020
"K01320.01","Kepler-816 b","CONFIRMED","CANDIDATE",293.362850,39.212448,10.50682978,9.01,13355.5,3.7769,668.0,47.21,5127.00,0.7820,0.8720,4.589,0.407,0,343.40,1.0000
