kepoi_name,kepler_name,koi_disposition,koi_pdisposition,ra,dec,koi_period,koi_prad,koi_depth,koi_duration,koi_teq,koi_insol,koi_steff,koi_srad,koi_smass,koi_slogg,koi_impact,koi_eccen,koi_model_snr,koi_score
"K00988.02","Kepler-261 c","CONFIRMED","CANDIDATE",291.364780,37.609169,24.5709023,2.82,764.2,3.587,505.0,15.33,5095.00,0.7800,0.8160,4.566,0.945,0,26.30,1.0000
"K00989.01",,"FALSE POSITIVE","FALSE POSITIVE",296.382290,48.045311,81.221876,16.59,9883,4.1135,385.0,5.20,5619.00,0.8740,0.9560,4.536,1.01,0,63.00,
"K00989.02",,"FALSE POSITIVE","FALSE POSITIVE",296.382290,48.045311,0.817026268,2.92,1145.5,2.0799,1784.0,2386.13,5619.00,0.8740,0.9560,4.536,0.01,0,121.10,0.0000
"K00989.03",,"CANDIDATE","CANDIDATE",296.382290,48.045311,16.15811112,86.13,2319.8,6.049,660.0,44.83,5619.00,0.8740,0.9560,4.536,1.8572,0,52.80,
"K00990.01",,"FALSE POSITIVE","FALSE POSITIVE",293.473630,46.970402,67.69213907,175.98,25457.2,51.349,1173.0,448.21,5355.00,10.7030,2.3720,2.754,0.5581,0,1328.20,
"K00991.01","Kepler-744 b","CONFIRMED","CANDIDATE",296.496120,47.182861,12.06222962,1.62,300.2,2.0584,750.0,74.80,5547.00,0.9330,0.8970,4.451,0.392,0,32.40,0.9990
"K00992.01","Kepler-745 b","CONFIRMED","CANDIDATE",291.499420,37.059280,9.93146307,2.41,398.6,5.678,931.0,177.83,5782.00,1.2200,1.0350,4.280,0.037,0,26.20,0.8480
"K00993.01","Kepler-262 c","CONFIRMED","CANDIDATE",290.728670,37.252651,21.85362905,1.75,355.6,3.439,618.0,34.57,5830.00,0.8760,0.9700,4.540,0.676,0,23.00,1.0000
"K00993.02","Kepler-262 b","CONFIRMED","CANDIDATE",290.728670,37.252651,13.0607936,1.45,236.6,3.215,734.0,68.66,5830.00,0.8760,0.9700,4.540,0.718,0,19.40,1.0000
"K00994.01",,"CANDIDATE","CANDIDATE",291.142490,37.061321,4.2989201,2.12,237.6,2.747,1046.0,283.62,5300.00,0.9860,0.8610,4.385,0.972,0,20.00,0.9900
"K00995.01",,"FALSE POSITIVE","FALSE POSITIVE",293.710750,38.983608,25.9518461,22.32,1058.5,14.581,521.0,17.37,5372.00,0.7960,0.8920,4.584,1.22,0,65.80,0.0000
"K00996.01",,"FALSE POSITIVE","FALSE POSITIVE",293.676570,38.991379,25.9518536,24.6,2017.9,14.755,494.0,14.09,5198.00,0.7420,0.8130,4.604,1.25,0,79.40,0.0000
"K00997.01",,"FALSE POSITIVE","FALSE POSITIVE",290.778630,37.564079,5.68628739,4.5,5559.7,17.573,1059.0,297.81,6052.00,0.9560,0.9230,4.442,0.8548,0,414.40,
"K00998.01",,"FALSE POSITIVE","FALSE POSITIVE",291.382690,37.072990,161.78832712,36.14,87750,5.31,375.0,4.68,6018.00,1.2120,1.1420,4.327,0.267,0,704.50,0.0000
"K00999.01","Kepler-263 b","CONFIRMED","CANDIDATE",292.469760,37.567791,16.56806842,2.54,1331.4,4.2647,548.0,21.27,4987.00,0.7160,0.7490,4.602,0.164,0,41.90,1.0000
"K00999.02","Kepler-263 c","CONFIRMED","CANDIDATE",292.469760,37.567791,47.3329299,2.18,931.5,2.708,386.0,5.25,4987.00,0.7160,0.7490,4.602,0.43,0,14.00,1.0000
"K01000.01",,"FALSE POSITIVE","FALSE POSITIVE",291.074460,37.744389,0.856895349,0.82,82.2,1.3078,1881.0,2960.82,6021.00,0.8730,0.9580,4.537,0.554,0,33.10,0.0000
"K01001.01","Kepler-264 b","CONFIRMED","CANDIDATE",292.044620,37.376240,40.8065333,3.71,313.9,13.135,772.0,83.75,6207.00,2.0970,1.4720,3.963,0.016,0,54.80,0.9760
"K01001.02","Kepler-264 c","CONFIRMED","CANDIDATE",292.044620,37.376240,140.10765,3.42,266.8,18.503,511.0,16.17,6207.00,2.0970,1.4720,3.963,0.019,0,29.00,0.9910
"K01002.01","Kepler-746 b","CONFIRMED","CANDIDATE",290.682250,37.355110,3.4815917,1.17,135.2,1.8069,1156.0,421.61,5405.00,1.0220,0.9020,4.374,0.076,0,23.40,0.9980
"K01003.01",,"FALSE POSITIVE","FALSE POSITIVE",290.327910,37.726742,8.360616221,40.35,28066.3,7.5385,1263.0,601.60,5463.00,2.4450,1.3430,3.790,0.21,0,425.60,0.0460
"K01004.01",,"FALSE POSITIVE","FALSE POSITIVE",292.899350,37.656059,1.838514968,4.86,2721.7,2.7391,1426.0,974.10,5751.00,0.9400,1.0380,4.508,0.045,0,63.70,0.0000
"K01005.01","Kepler-747 b","CONFIRMED","CANDIDATE",288.416500,41.029800,35.61760233,5.17,4634.9,8.4559,456.0,10.19,5123.00,0.7790,0.7370,4.523,0.009,0,155.00,1.0000
"K01006.01",,"FALSE POSITIVE","FALSE POSITIVE",299.650940,40.973282,30.6113932,19.68,3472,3.576,317.0,2.38,3900.00,0.5340,0.5550,4.727,1.264,0,37.50,0.0000
"K01007.01","Kepler-748 b","CONFIRMED","CANDIDATE",292.262910,37.236992,7.40742502,2.01,442,3.675,938.0,183.15,5922.00,0.9610,1.0020,4.474,0.03,0,23.10,1.0000
"K01008.01",,"FALSE POSITIVE","FALSE POSITIVE",291.696720,37.238041,569.934135,38.98,18904,4.1904,296.0,1.81,5367.00,2.0570,0.9350,3.783,0.919,0,66.70,0.0000
"K01009.01",,"FALSE POSITIVE","FALSE POSITIVE",291.153380,36.678841,5.09246539,1.17,254,3.659,844.0,119.70,5037.00,0.7510,0.7270,4.547,0.161,0,17.10,0.0000
"K01010.01",,"FALSE POSITIVE","FALSE POSITIVE",291.354030,36.784519,110.61576622,,,5,,,,,,,,,,
"K01011.01",,"FALSE POSITIVE","FALSE POSITIVE",297.620270,40.943089,6.198273591,19.81,47302.6,7.53837,985.0,222.23,6038.00,0.8980,0.9820,4.524,0.343,0,2561.10,0.0000
"K01012.01",,"FALSE POSITIVE","FALSE POSITIVE",300.455750,43.934349,1.023471798,3.78,861.4,2.3499,1727.0,2103.09,5741.00,0.8930,0.9010,4.491,0.974,0,63.00,0.0000
"K01013.01",,"FALSE POSITIVE","FALSE POSITIVE",293.385560,41.349819,0.51872711,19.07,714.1,1.252,1965.0,3537.27,5572.00,0.7620,0.8530,4.597,1.199,0,93.30,0.0000
"K01014.01","Kepler-749 b","CONFIRMED","CANDIDATE",299.897220,43.903912,17.31711739,2.04,1473,3.1518,454.0,10.07,4719.00,0.5020,0.5200,4.753,0.684,0,35.90,0.9950
"K01015.01","Kepler-750 b","CONFIRMED","CANDIDATE",289.096890,44.004379,9.42889884,4.39,565.4,4.4481,1163.0,432.90,5897.00,1.8600,1.2040,3.980,0.011,0,50.40,1.0000
"K01015.02","Kepler-750 c","CONFIRMED","CANDIDATE",289.096890,44.004379,4.08897299,2.36,157.9,3.585,1537.0,1317.96,5897.00,1.8600,1.2040,3.980,0.374,0,19.00,0.9890
"K01016.01",,"FALSE POSITIVE","FALSE POSITIVE",295.472200,44.077381,2.866680334,2.93,712.4,1.1264,1045.0,282.64,5238.00,0.7640,0.8540,4.598,0.968,0,43.00,0.0000
"K01017.01","Kepler-751 b","CONFIRMED","CANDIDATE",294.843840,44.077679,17.44486016,3.24,826.9,4.445,679.0,50.32,5568.00,0.9660,0.8820,4.413,0.871,0,46.00,1.0000
"K01018.01",,"FALSE POSITIVE","FALSE POSITIVE",297.493320,44.051868,8.30697421,37.99,158.7,2.76,1246.0,570.93,5300.00,2.1240,0.8040,3.690,1.151,0,17.40,0.0000
"K01019.01",,"FALSE POSITIVE","FALSE POSITIVE",296.481870,44.009151,2.49705175,,,3.79,,,,,,,,,,
"K01020.01",,"FALSE POSITIVE","FALSE POSITIVE",292.930850,37.606640,54.35635067,38.81,10510.4,6.4345,566.0,24.18,6161.00,1.2550,1.0950,4.281,1.142,0,628.10,0.0000
"K01021.01",,"FALSE POSITIVE","FALSE POSITIVE",287.133880,37.839260,0.54624855,18.93,639.7,2.0543,1837.0,2677.36,5414.00,0.7140,0.7920,4.625,1.215,0,42.90,0.0000
"K01022.01","Kepler-752 b","CONFIRMED","CANDIDATE",292.268130,37.955639,18.82744023,2.7,1006.2,4.664,632.0,37.82,5687.00,0.8600,0.9300,4.538,0.025,0,29.50,1.0000
"K01023.01",,"FALSE POSITIVE","FALSE POSITIVE",291.853820,37.741920,8.4120069,1.71,819.6,3.923,590.0,28.69,4502.00,0.6210,0.6620,4.668,0.022,0,39.70,0.0000
"K01024.01","Kepler-753 b","CONFIRMED","CANDIDATE",291.903260,37.902290,5.747711909,1.86,820.1,1.8923,641.0,40.07,4252.00,0.6320,0.6370,4.640,0.575,0,51.70,1.0000
"K01025.01",,"FALSE POSITIVE","FALSE POSITIVE",291.108460,37.857792,37.4783492,10.05,1467.9,5.317,262.0,1.12,3687.00,0.4400,0.4590,4.813,1.161,0,18.30,0.0000
"K01028.01",,"FALSE POSITIVE","FALSE POSITIVE",292.736270,37.560341,8.09695764,34,283.5,3.319,1197.0,484.58,5949.00,1.7070,1.1220,4.024,1.165,0,35.40,0.0000
"K01029.01","Kepler-1732 b","CONFIRMED","CANDIDATE",292.290990,37.580799,32.3122867,4.84,677.8,6.569,699.0,56.49,5821.00,1.4940,1.0430,4.108,0.934,0,33.60,1.0000
"K01030.01","Kepler-1733 b","CONFIRMED","CANDIDATE",291.138490,37.859299,9.22961384,2.79,492.1,2.235,1021.0,257.11,6320.00,1.2520,1.2730,4.347,0.067,0,19.30,0.9970
"K01031.01","Kepler-754 b","CONFIRMED","CANDIDATE",293.254120,37.846191,14.5598556,1.64,290.6,5.624,758.0,78.26,5959.00,0.9660,0.9830,4.460,0.026,0,15.60,0.8850
"K01032.01",,"CANDIDATE","CANDIDATE",291.977540,37.532551,1500.1406772,18.35,4129.9,25.727,206.0,0.42,5009.00,2.2830,1.0830,3.755,0.9131,0,83.30,
"K01034.01",,"FALSE POSITIVE","FALSE POSITIVE",297.829560,41.141949,1.739428983,268.65,5897.4,2.4894,1268.0,612.49,5415.00,0.7420,0.8060,4.603,4.246,0,130.00,0.0000
"K01035.01",,"FALSE POSITIVE","FALSE POSITIVE",292.764340,41.275280,1.217266418,14.49,5811.5,3.3208,2378.0,7548.29,6631.00,1.6380,1.3660,4.145,0.878,0,603.40,0.0000
"K01036.01",,"FALSE POSITIVE","FALSE POSITIVE",297.525450,41.261841,19.563092517,23.76,12992.2,6.9547,965.0,205.39,6208.00,1.8310,1.1120,3.959,0.842,0,2477.00,0.0000
"K01037.01",,"FALSE POSITIVE","FALSE POSITIVE",291.983370,41.555111,3.7228551,5.67,2969.2,12.8164,1118.0,368.33,5873.00,0.8630,0.9540,4.547,0.911,0,294.80,0.0000
"K01038.01",,"FALSE POSITIVE","FALSE POSITIVE",299.260380,41.420231,0.530300102,35.73,3040,2.8502,2410.0,7972.18,6184.00,1.0380,1.1000,4.448,1.2507,0,207.40,
"K01039.01",,"FALSE POSITIVE","FALSE POSITIVE",295.160490,41.079300,1.073917869,33.01,1926.6,2.4305,1794.0,2450.63,5962.00,0.9590,1.0110,4.479,1.266,0,137.50,0.0000
"K01040.01",,"FALSE POSITIVE","FALSE POSITIVE",298.474240,41.075890,4.206096814,32.66,1298.1,10.7381,1252.0,581.11,6306.00,1.0760,1.1260,4.426,1.239,0,149.30,0.0000
"K01041.01",,"FALSE POSITIVE","FALSE POSITIVE",297.528630,41.259911,19.56313723,9.73,5536,6.8575,706.0,58.71,5766.00,1.0770,0.9520,4.352,0.908,0,157.80,0.0000
"K01042.01",,"FALSE POSITIVE","FALSE POSITIVE",298.338930,41.073479,2.227718792,8.88,1039,4.9699,1400.0,906.46,6038.00,0.9220,1.0000,4.508,1.04,0,124.30,0.0000
"K01043.01",,"FALSE POSITIVE","FALSE POSITIVE",298.200350,41.011688,0.591914504,27.21,1057.7,1.0225,1646.0,1746.78,5122.00,0.6550,0.7130,4.659,1.344,0,56.30,0.0000
"K01044.01",,"FALSE POSITIVE","FALSE POSITIVE",295.098660,41.007038,0.525154153,23.61,747.5,2.1441,2073.0,4391.51,5582.00,0.8460,0.8190,4.497,1.226,0,116.10,0.0000
"K01045.01",,"FALSE POSITIVE","FALSE POSITIVE",298.135890,41.332062,1.303861044,27.85,598.2,4.0541,1610.0,1595.19,5758.00,0.9020,0.8870,4.475,1.258,0,140.60,0.0000
"K01046.01",,"FALSE POSITIVE","FALSE POSITIVE",293.287990,41.560455,0.73452496,,,6.7,,,,,,,,,,
"K01047.01",,"FALSE POSITIVE","FALSE POSITIVE",298.773250,41.214729,2.55549176,23.35,113.8,9.083,1312.0,701.68,5948.00,0.9010,0.9540,4.508,1.228,0,24.30,0.0000
"K01048.01",,"FALSE POSITIVE","FALSE POSITIVE",298.991700,41.074989,3.411758679,14.71,570.6,3.158,684.0,51.85,3995.00,0.5610,0.5820,4.710,1.213,0,35.60,0.0000
"K01049.01",,"FALSE POSITIVE","FALSE POSITIVE",291.821810,41.112690,0.525426427,1.45,324.6,1.0801,2069.0,4349.62,5791.00,0.8020,0.8890,4.575,0.113,0,63.60,0.0000
"K01050.01","Kepler-755 b","CONFIRMED","CANDIDATE",296.860990,41.097340,1.269091415,1.41,340.9,1.4647,1331.0,740.47,5041.00,0.7660,0.8070,4.576,0.412,0,73.50,1.0000
"K01050.02","Kepler-755 c","CONFIRMED","CANDIDATE",296.860990,41.097340,2.853133997,1.36,277.1,1.465,1016.0,251.77,5041.00,0.7660,0.8070,4.576,0.698,0,39.70,1.0000
"K01051.01","Kepler-1734 b","CONFIRMED","CANDIDATE",294.163210,41.451801,6.79685353,2.01,393.1,3.1702,985.0,222.91,6061.00,0.9700,1.0500,4.486,0.62,0,29.80,1.0000
"K01052.01","Kepler-265 c","CONFIRMED","CANDIDATE",290.510470,41.244820,17.02902786,2.54,568.9,4.645,755.0,76.66,5839.00,1.0670,0.8810,4.327,0.202,0,29.80,1.0000
"K01052.02","Kepler-265 b","CONFIRMED","CANDIDATE",290.510470,41.244820,6.84619236,1.67,246.8,3.529,1022.0,258.41,5839.00,1.0670,0.8810,4.327,0.077,0,17.70,0.9450
"K01052.03","Kepler-265 e","CONFIRMED","CANDIDATE",290.510470,41.244820,67.8321638,2.39,507.8,7.358,476.0,12.14,5839.00,1.0670,0.8810,4.327,0.027,0,15.50,0.7650
"K01052.04","Kepler-265 d","CONFIRMED","CANDIDATE",290.510470,41.244820,43.1312147,2.39,447.8,3.198,554.0,22.21,5839.00,1.0670,0.8810,4.327,0.67,0,11.80,0.8150
"K01053.01","Kepler-756 b","CONFIRMED","CANDIDATE",290.607940,41.201092,1.224866441,1.54,196,1.7086,1741.0,2174.33,5553.00,1.1070,0.9330,4.320,0.286,0,21.10,0.9990
"K01054.01",,"FALSE POSITIVE","FALSE POSITIVE",288.682590,41.307320,3.3226948,15.33,78.7,3.568,3859.0,52428.30,5234.00,16.9590,2.6980,2.410,0.4722,0,8.60,
"K01055.01",,"FALSE POSITIVE","FALSE POSITIVE",288.442870,41.172180,36.97708808,38.6,1269.9,4.737,602.0,31.08,5589.00,1.2390,0.8730,4.193,1.246,0,59.20,0.0000
"K01056.01",,"FALSE POSITIVE","FALSE POSITIVE",293.273500,41.257690,1.851409163,20.42,232.5,10.232,2154.0,5090.14,7117.00,1.4690,1.1800,4.176,1.1117,0,54.40,
"K01057.01",,"FALSE POSITIVE","FALSE POSITIVE",298.137940,41.334358,1.303859704,0.98,36.7,2.8239,2393.0,7759.20,6802.00,1.5210,1.0690,4.103,0.674,0,34.70,0.0000
"K01058.01",,"FALSE POSITIVE","FALSE POSITIVE",292.261810,41.442554,5.670155713,5.85,536.7,0.9361,341.0,3.21,3337.00,0.1830,0.1640,5.126,1.267,0,37.30,1.0000
"K01059.01","Kepler-757 b","CONFIRMED","CANDIDATE",296.680450,41.386520,1.022678654,1.14,129.2,1.3712,1734.0,2138.47,5366.00,1.0200,0.8750,4.363,0.019,0,21.60,1.0000
"K01060.01","Kepler-758 b","CONFIRMED","CANDIDATE",293.084630,41.135441,12.10968709,2.98,284.7,6.3461,1005.0,240.80,6021.00,1.4580,0.9600,4.093,0.924,0,33.40,1.0000
"K01060.02","Kepler-758 c","CONFIRMED","CANDIDATE",293.084630,41.135441,4.75796103,1.7,124.5,4.66,1372.0,835.65,6021.00,1.4580,0.9600,4.093,0.621,0,20.90,0.7580
"K01060.03","Kepler-758 d","CONFIRMED","CANDIDATE",293.084630,41.135441,20.4972755,2.96,242.9,8.536,843.0,119.42,6021.00,1.4580,0.9600,4.093,0.966,0,22.80,1.0000
"K01060.04","Kepler-758 e","CONFIRMED","CANDIDATE",293.084630,41.135441,8.19345065,1.74,115.4,5.234,1144.0,405.75,6021.00,1.4580,0.9600,4.093,0.815,0,15.70,0.8840
"K01061.01","Kepler-759 b","CONFIRMED","CANDIDATE",290.131500,41.381500,41.8059544,2.02,434.4,6.057,533.0,19.02,5907.00,0.9730,0.9610,4.445,0.029,0,28.30,1.0000
"K01062.01",,"FALSE POSITIVE","FALSE POSITIVE",297.981230,41.444870,15.45158184,2.02,85.3,2.406,1285.0,643.83,7839.00,2.0690,1.8780,4.080,0.636,0,21.00,0.0000
"K01063.01",,"FALSE POSITIVE","FALSE POSITIVE",299.020900,44.172760,89.698168533,102.08,273106,5.5418,554.0,22.33,6214.00,1.5830,0.9590,4.021,0.684,0,3420.30,0.0000
"K01064.01",,"FALSE POSITIVE","FALSE POSITIVE",285.063350,44.167885,1.187352427,67.35,20703,4.999,2251.0,6067.30,6424.00,1.4890,1.2430,4.186,1.222,0,717.40,0.5570
"K01065.01",,"FALSE POSITIVE","FALSE POSITIVE",295.039250,44.191059,4.020628573,16.94,20901,4.4085,1232.0,543.92,6210.00,1.0330,1.0930,4.450,0.827,0,282.60,0.0080
"K01066.01",,"CANDIDATE","CANDIDATE",299.786320,44.169540,5.714817603,9.29,12294.8,3.14126,943.0,187.27,5695.00,0.8420,0.8690,4.526,0.096,0,537.70,1.0000
"K01067.01",,"FALSE POSITIVE","FALSE POSITIVE",296.309420,44.165741,185.02288222,49.82,43546.7,4.87326,379.0,4.89,6025.00,1.3670,1.1800,4.237,1.004,0,938.20,0.0000
"K01068.01",,"FALSE POSITIVE","FALSE POSITIVE",300.867000,44.145290,2.897432135,14.35,1223.7,3.1793,2170.0,5240.00,5970.00,2.9940,1.3590,3.619,0.967,0,73.90,0.0000
"K01069.01","Kepler-760 b","CONFIRMED","CANDIDATE",287.593200,44.179420,8.70420525,2.86,1074.9,2.9385,748.0,74.13,5074.00,0.8630,0.8090,4.474,0.5,0,74.00,1.0000
"K01069.02","Kepler-760 c","CONFIRMED","CANDIDATE",287.593200,44.179420,2.46697039,1.56,308.7,1.6345,1139.0,398.42,5074.00,0.8630,0.8090,4.474,0.574,0,29.50,1.0000
"K01070.01","Kepler-266 b","CONFIRMED","CANDIDATE",294.484380,44.166908,6.61836309,2.98,549.1,3.6813,1066.0,304.65,5529.00,1.2940,0.9470,4.190,0.043,0,31.50,1.0000
"K01070.02","Kepler-266 c","CONFIRMED","CANDIDATE",294.484380,44.166908,107.7214092,4.75,1396.2,8.042,421.0,7.39,5529.00,1.2940,0.9470,4.190,0.003,0,30.50,1.0000
"K01070.03",,"CANDIDATE","CANDIDATE",294.484380,44.166908,92.77779,1.92,359,6.64,410.0,6.70,5888.00,1.0190,1.0530,4.444,0.0174,0,5.20,
"K01071.01",,"FALSE POSITIVE","FALSE POSITIVE",295.511080,44.109261,1.09206833,1.29,219.2,1.8596,1611.0,1588.89,5639.00,0.8590,0.9590,4.551,0.469,0,45.50,0.0000
"K01072.01","Kepler-761 b","CONFIRMED","CANDIDATE",290.503600,44.143581,10.12805158,1.95,477.4,3.517,767.0,81.77,5676.00,0.8200,0.8650,4.548,0.753,0,38.00,0.9980
"K01073.01",,"FALSE POSITIVE","FALSE POSITIVE",300.328980,44.151119,1.613001111,1.25,104.1,2.394,1680.0,1878.10,5580.00,1.2050,0.8860,4.223,0.448,0,19.30,0.0000
"K01074.01","Kepler-762 b","CONFIRMED","CANDIDATE",291.275630,47.329491,3.770551475,12.05,12440,3.8077,1302.0,679.75,6322.00,1.0750,1.1240,4.426,0.053,0,100.80,1.0000
"K01075.01",,"FALSE POSITIVE","FALSE POSITIVE",299.700780,47.291752,1.343767797,18.66,4702.6,1.9405,2654.0,11675.38,6324.00,2.3120,1.2300,3.800,0.891,0,269.80,0.9640
"K01076.01",,"FALSE POSITIVE","FALSE POSITIVE",297.390660,47.255711,29.12436474,15.25,6496,3.4209,356.0,3.81,4457.00,0.4810,0.4940,4.767,1.181,0,63.40,0.0000
"K01077.01",,"FALSE POSITIVE","FALSE POSITIVE",289.714660,47.342220,1.103971357,1.37,317.9,0.926,1471.0,1109.79,5409.00,0.7460,0.8350,4.609,0.52,0,21.70,0.0000
"K01078.01","Kepler-267 b","CONFIRMED","CANDIDATE",299.830410,47.157459,3.353732008,1.65,1264.7,1.4598,615.0,33.76,3789.00,0.4600,0.4670,4.781,0.051,0,47.80,1.0000
"K01078.02","Kepler-267 c","CONFIRMED","CANDIDATE",299.830410,47.157459,6.877446033,2.05,1632.3,1.3692,484.0,12.95,3789.00,0.4600,0.4670,4.781,0.79,0,39.60,0.9900
"K01078.03","Kepler-267 d","CONFIRMED","CANDIDATE",299.830410,47.157459,28.46464804,1.87,1629.8,2.6657,301.0,1.95,3789.00,0.4600,0.4670,4.781,0.035,0,28.90,0.9920
"K01079.01",,"FALSE POSITIVE","FALSE POSITIVE",296.334350,47.145580,0.293630085,26.35,2017.7,2.3857,2503.0,9283.34,5665.00,0.8430,0.9280,4.554,1.2329,0,170.00,
"K01080.01",,"FALSE POSITIVE","FALSE POSITIVE",297.788020,47.101070,1.096583368,1.35,308.5,2.1188,1474.0,1119.90,5222.00,0.7630,0.7170,4.528,0.421,0,44.30,0.0000
"K01081.01",,"CANDIDATE","CANDIDATE",294.768550,47.132790,9.95639775,28.15,510.5,5.615,905.0,158.42,6161.00,1.0530,1.1500,4.454,1.222,0,32.90,0.0000
"K01082.01","Kepler-763 d","CONFIRMED","CANDIDATE",292.144470,47.157349,6.50327035,1.67,418.3,2.591,804.0,98.81,4999.00,0.8430,0.8000,4.490,0.08,0,19.00,1.0000
"K01082.02","Kepler-763 c","CONFIRMED","CANDIDATE",292.144470,47.157349,4.09667624,1.42,302.3,2.19,938.0,182.90,4999.00,0.8430,0.8000,4.490,0.142,0,16.20,0.6950
"K01082.03","Kepler-763 b","CONFIRMED","CANDIDATE",292.144470,47.157349,1.196548464,1.25,224.6,1.2592,1414.0,945.12,4999.00,0.8430,0.8000,4.490,0.332,0,16.50,0.8210
"K01083.01","Kepler-764 b","CONFIRMED","CANDIDATE",297.393190,47.164631,7.33685101,1.52,325.8,3.548,875.0,138.46,5795.00,0.8480,0.9380,4.554,0.018,0,21.60,1.0000
"K01084.01",,"FALSE POSITIVE","FALSE POSITIVE",294.596130,47.197449,1.204274435,1.19,185.8,1.3362,1564.0,1413.91,5668.00,0.8490,0.9380,4.552,0.528,0,34.70,0.0000
"K01085.01","Kepler-1735 b","CONFIRMED","CANDIDATE",281.050110,47.188148,7.71790675,0.9,306.8,1.84,502.0,15.01,3975.00,0.5090,0.5350,4.753,0.112,0,12.60,0.9930
"K01086.01","Kepler-765 b","CONFIRMED","CANDIDATE",283.184600,47.155670,27.6652847,2.21,469.2,6.633,641.0,39.94,6036.00,1.0170,0.9390,4.396,0.004,0,36.10,1.0000
"K01087.01",,"FALSE POSITIVE","FALSE POSITIVE",293.243840,38.273270,0.948950734,36.87,2133,4.0245,2103.0,4636.91,6307.00,1.1330,1.1520,4.391,1.246,0,238.60,0.0000
"K01088.01",,"FALSE POSITIVE","FALSE POSITIVE",290.639430,38.284630,0.995861402,26.93,4993.8,1.1507,1477.0,1124.35,5286.00,0.7060,0.7310,4.604,1.256,0,272.00,0.0000
"K01089.01","Kepler-418 b","CONFIRMED","CANDIDATE",294.433500,38.355450,86.67856052,9.83,8244.1,10.1289,434.0,8.41,5822.00,1.0810,0.9570,4.351,0.291,0,318.30,0.9340
"K01089.02","Kepler-418 c","CONFIRMED","CANDIDATE",294.433500,38.355450,12.21828097,5.1,1843.4,2.6969,835.0,114.59,5822.00,1.0810,0.9570,4.351,0.778,0,90.10,1.0000
"K01090.01",,"FALSE POSITIVE","FALSE POSITIVE",290.862000,38.353580,8.387210055,72.52,4952,1.6477,1211.0,509.55,6089.00,1.7950,1.2990,4.044,1.284,0,180.60,0.0000
"K01091.01",,"FALSE POSITIVE","FALSE POSITIVE",286.000310,38.284599,15.2384539,9.84,7019,19.292,829.0,111.67,6384.00,1.0860,1.1290,4.419,0.74,0,56.00,0.0000
"K01092.01",,"FALSE POSITIVE","FALSE POSITIVE",293.025120,37.992641,0.413334492,31.52,2025.1,2.3808,2509.0,9374.09,5973.00,1.0160,1.0990,4.465,1.2313,0,236.90,
"K01093.01",,"FALSE POSITIVE","FALSE POSITIVE",292.583040,38.374378,0.528755447,47.75,408.5,5.714,3271.0,27241.45,6151.00,1.9540,1.1580,3.920,1.204,0,100.10,0.0000
"K01094.01","Kepler-766 b","CONFIRMED","CANDIDATE",293.184540,37.969841,6.10027621,2.59,766.6,4.7476,990.0,227.15,5957.00,0.9370,1.0260,4.506,0.015,0,43.20,0.9940
"K01095.01",,"CANDIDATE","CANDIDATE",287.616880,38.402321,51.59809554,6.57,5869.2,2.0153,449.0,9.61,5681.00,0.8590,0.9570,4.551,0.251,0,79.70,0.9970
"K01096.01",,"CANDIDATE","CANDIDATE",290.183040,38.321941,1500,9.8,9592,7.109,139.0,0.09,5606.00,0.7600,0.8320,4.597,0.9243,0,62.50,
"K01097.01",,"FALSE POSITIVE","FALSE POSITIVE",290.894070,38.435032,10.9110487,2.36,401.9,7.033,786.0,90.07,5903.00,0.8640,0.9550,4.546,0.9761,0,28.30,
"K01098.01",,"FALSE POSITIVE","FALSE POSITIVE",292.856080,38.372570,5.48990788,23.6,598.9,4.02,1039.0,275.65,5982.00,0.9600,1.0470,4.493,1.199,0,36.70,0.0000
"K01099.01","Kepler-767 b","CONFIRMED","CANDIDATE",291.579160,38.035831,161.5278347,8.19,4653.6,3.6734,366.0,4.25,5778.00,1.2130,1.0330,4.285,0,0,54.70,1.0000
"K01100.01",,"FALSE POSITIVE","FALSE POSITIVE",289.764830,38.352360,0.73093905,1.45,451.1,2.8437,1488.0,1159.62,4768.00,0.7110,0.7140,4.588,0.018,0,52.40,0.0000
"K01101.01","Kepler-768 b","CONFIRMED","CANDIDATE",294.115660,38.393478,11.39102358,1.67,448.6,2.303,618.0,34.55,4983.00,0.7280,0.8360,4.617,0.732,0,10.50,1.0000
"K01102.01","Kepler-24 c","CONFIRMED","CANDIDATE",290.413270,38.343750,12.33343853,4.12,536.4,6.221,915.0,165.30,5896.00,1.2400,0.8840,4.197,0.979,0,31.70,1.0000
"K01102.02","Kepler-24 b","CONFIRMED","CANDIDATE",290.413270,38.343750,8.14515981,3.43,446.8,5.073,1050.0,287.91,5896.00,1.2400,0.8840,4.197,0.965,0,32.20,1.0000
"K01102.03","Kepler-24 e","CONFIRMED","CANDIDATE",290.413270,38.343750,18.9985279,43.17,430.7,4.529,792.0,93.03,5896.00,1.2400,0.8840,4.197,1.3,0,16.90,1.0000
"K01102.04","Kepler-24 d","CONFIRMED","CANDIDATE",290.413270,38.343750,4.24439049,2.07,174,3.282,1305.0,686.99,5896.00,1.2400,0.8840,4.197,0.949,0,15.10,0.9990
"K01103.01",,"CANDIDATE","CANDIDATE",293.223910,38.033581,90.1240507,7.12,3020.3,11.649,485.0,13.09,6520.00,1.2150,1.2790,4.375,0.698,0,57.90,1.0000
